EVENT_DATE,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,ACTOR2,ALLY_ACTOR_2,COUNTRY,ADM_LEVEL_1,ADM_LEVEL_2,SOURCE,NOTES,FATALITIES
23/02/2015,Violence against civilians,Unidentified Armed Group (Sudan),,Civilians (Sudan),NCP: National Congress Party,Sudan,Kassala,Kassala,Radio Dabanga,"El Samani Mahmoud Omar Amara, member of the National Congress Party's Shura Council in Kassala state and manager of the state's Youth Stabilisation Projects, was stabbed to death by an unknown group. His body was found in a street near Kassala airport, with 24 stab wounds and a skull fracture.",1
23/02/2015,Riots/Protests,Protesters (Sudan),,,,Sudan,Khartoum,Khartoum,Radio Dabanga; Sudan Tribune,"Hundreds of protesters gathered near the courthouse in Khartoum, calling for the release of Farouk Abu Issa, head of the National Consensus Forces and Amin Mekki Madani, chairman of the Civil Society Initiative, as a lorry took Issa and Madani from Kober prison to the courthouse for a hearing in their terrorism trial.",0
23/02/2015,Violence against civilians,Protesters (Sudan),,Police Forces of Sudan (1989-),,Sudan,Khartoum,Khartoum,Radio Dabanga; Sudan Tribune,Protests in Al Sajara district of El Hamadab neighbourhood in Khartoum. Police and security forces fired shots and tear gas to disperse the crowd. 6 injured and several sent to hospital.  9 detained. ,0
24/02/2015,Battle-No change of territory,Military Forces of Sudan (1989-),,Unidentified Armed Group (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,Clash between army and militia members at the crops market in Kabkabiya on Feb. 24.,0
24/02/2015,Riots/Protests,Rioters (Sudan),,Police Forces of Sudan (1989-),,Sudan,Khartoum,Khartoum,Radio Dabanga; Sudan Tribune,"Riots sparked by the death of protester Samia Mohamed Bushra, who died on Feb 23 from wounds sustained during a demonstration three weeks earlier.  Several hundred Al Shajara residents blocked the roads and set fire to tires. Police fired tear gas.",0
24/02/2015,Battle-Non-state actor overtakes territory,SPLM-N: Sudan People's Liberation Movement (North),,Military Forces of Sudan (1989-),,Sudan,Kordofan,South Kordufan,Sudan Tribune,"SPLM-N claims to have seized the Kahliat garrison, 5km west of Kadugli on Feb 24.  10 soldiers killed, 2 SPLM-N injured.",10
24/02/2015,Violence against civilians,RSF: Rapid Support Forces,,Civilians (Sudan),,Sudan,Kordofan,South Kordufan,Radio Dabanga,RSF seized a man and set him on fire in the public square in Fanga.,1
26/02/2015,Remote violence,Unidentified Armed Group (Sudan),,Civilians (Sudan),,Sudan,Darfur,West Darfur,Radio Dabanga,2 children killed in the area of Khazan Tunjur when an unexploded ordance detonated. ,2
26/02/2015,Violence against civilians,Military Forces of Sudan (1989-) Military Intelligence Service,,Civilians (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,Members of Military Intelligence beat a man in Ailliet Jarelnabi.,0
26/02/2015,Violence against civilians,Unidentified Armed Group (Sudan),,Civilians (Sudan),Refugees/IDPs (Sudan),Sudan,Darfur,West Darfur,Radio Dabanga,"Militiamen on camels and horses attacked a group of displaced from the Hamadiya camp in Zalingei, as they were collecting firewood at Wadi Oyur. 2 dead. 1 seriously injured.",2
27/02/2015,Violence against civilians,Militia (Pro-Government),Military Forces of Sudan (1989-) Military Intelligence Service,Civilians (Sudan),,Sudan,Darfur,Central Darfur,Radio Dabanga,Government-backed militia lashed 2 men at the Thur market in Nierteti. The men were transported to the military garrison and tortured by military intelligence agents.,0
27/02/2015,Violence against civilians,Ziyadiyah Ethnic Militia (Sudan),Military Forces of Sudan (1989-) Abu Tira; Border Guards (Sudan),Civilians (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga; Sudan Tribune,"Ziyadiyah militia - allied with Border Guards and Central Reserve Police (Abu Tira) - attacked Maksi village in Mellit locality, on Feb 27. 4 killed, 4 injured. 10 villagers were seized and tortured for being suspected rebels.",4
27/02/2015,Battle-No change of territory,Misseriya Ethnic Militia (South Sudan),,Military Forces of South Sudan (2011-),,Sudan,Northern,River Nile,Radio Tamazuj,"Misseriya leadership claims that clashes occurred between Misseriya militia and South Sudan military in Hafira area, 50km east of Abyei. 4 killed and 6 wounded.",4
28/02/2015,Battle-Non-state actor overtakes territory,SPLM-N: Sudan People's Liberation Movement (North),,Military Forces of Sudan (1989-),,Sudan,Blue Nile,,Radio Dabanga,"SPLM-N and military clash in Jam and Soda, Bau locality on Feb 28. SPLM-N claim to have liberated both towns and captured four government soldiers.",0
28/02/2015,Violence against civilians,Unidentified Armed Group (Sudan),,Civilians (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,"Unknown men with batons and knives attacked a group of herdsmen in Sari area in El Kuma locality of North Darfur (captial Al Fasher coordinates used).  6 herders killed, 1 injured. The dead bodies were torched. ",6
28/02/2015,Violence against civilians,Unidentified Armed Group (Sudan),,Civilians (Sudan),,Sudan,Darfur,South Darfur,Radio Dabanga,"2 militiamen attacked and raped a woman about 10km south of Dubo El Madrasa, near the village of Faluja in East Jebel Marra.",0
28/02/2015,Violence against civilians,Police Forces of Sudan (1989-),,Civilians (Sudan),National Umma Party,Sudan,Northern,Northern,Radio Dabanga,"Police raided the office of the National Umma Party prior to the start of an anti-election campaign in Dongola. Police injured two people using batons, electric sticks and tear gas.",0
1/3/2015,Remote violence,Military Forces of Sudan (1989-),,,,Sudan,Darfur,South Darfur,Radio Dabanga,"SAF dropped 4 bombs on area of Kaja, south of Dolma in East Jebel Marra.  No casualities reported.",0
2/3/2015,Battle-No change of territory,Unidentified Armed Group (Sudan),,Military Forces of Sudan (1989-),,Sudan,Darfur,West Darfur,Radio Dabanga,Clash between army and militia forces in Garsila-Foro Baranga road. 3 killed and 7 wounded.,3
2/3/2015,Non-violent activity by a conflict actor,JEM: Justice and Equality Movement,,JEM: Justice and Equality Movement,,Sudan,Darfur,North Darfur,Radio Dabanga,3 military commanders of JEM were detained in Al Fasher by a group of fellow commanders.,0
2/3/2015,Violence against civilians,Unidentified Armed Group (Sudan),,Civilians (Sudan),,Sudan,Darfur,West Darfur,Radio Dabanga,3 militiamen fired at a resident of Hamidiya camp while he was between El Jasaayir and Hamidiya districts in Zalingei. He was taken to the hospital.,0
2/3/2015,Riots/Protests,Protesters (Sudan),NCF: National Consensus Forces,,,Sudan,Khartoum,Khartoum,Radio Dabanga,"Politicians, lawyers and civil society activists gathered in front of the Khartoum North criminal court in support of Mr. Farouk Abu Issa and Amin Madani, on trial for signing the Sudan Appeal in December 2014.",0
3/3/2015,Remote violence,Military Forces of Sudan (1989-),,,,Sudan,Blue Nile,Blue Nile,Radio Tamazuj,Missile launched by SAF from Damazin Airport reportedly fallen into Hai Affendi neighborhood. No casualties reported.,0
3/3/2015,Violence against civilians,RSF: Rapid Support Forces,Military Forces of Sudan (1989-),Civilians (Sudan),,Sudan,Darfur,Central Darfur,Radio Dabanga,"RSF and army troops looted and torched villages and Birdani, Kara, Korma, Loni and Tiro. In Loni, 3 woman were raped.",0
3/3/2015,Violence against civilians,RSF: Rapid Support Forces,Military Forces of Sudan (1989-),Civilians (Sudan),,Sudan,Darfur,Central Darfur,Radio Dabanga,"RSF and army troops looted and torched villages and Birdani, Kara, Korma, Loni and Tiro. In Loni, 3 woman were raped.",0
3/3/2015,Riots/Protests,Protesters (Sudan),,,,Sudan,Khartoum,Khartoum,Radio Dabanga,"Dozens of former employees of the Sudanese Civil Aviation Authority staged a sit-in in front of the Council of Ministers in Khartoum, protesting against the non-payment of dues.",0
3/3/2015,Remote violence,Military Forces of Sudan (1989-),,SPLM-N: Sudan People's Liberation Movement (North),,Sudan,Kordofan,South Kordufan,Radio Tamazuj,Military shelled SPLA-N controlled areas east of Kadugli.,0
3/3/2015,Violence against civilians,RSF: Rapid Support Forces,,Civilians (Sudan),,Sudan,Kordofan,South Kordufan,Radio Dabanga,RSF stationed at Fanga abducted 7 boys as they walked in a group from the area southwest of Fanga to the camps of Tawila and Zamzam.,0
3/3/2015,Riots/Protests,Protesters (Sudan),,,,Sudan,Northern,River Nile,Radio Dabanga,"Hundreds of people in El Bowga, River Nile State protested against the use of toxic substances by gold mining companies in the area.",0
4/3/2015,Battle-No change of territory,Police Forces of Sudan (1989-),,Unidentified Armed Group (Sudan),,Sudan,Darfur,West Darfur,Radio Dabanga,"Militiamen in Land Cruisers attacked a police station in Kireinek, West Darfur. 4 police officers wounded, two seriously wounded.",0
4/3/2015,Battle-No change of territory,Military Forces of Sudan (1989-),,Police Forces of Sudan (1989-),,Sudan,Darfur,West Darfur,Radio Dabanga,A soldier opened fire and killed a policeman in Garsila. ,1
4/3/2015,Violence against civilians,Habbaniyah Ethnic Militia (Sudan),,Civilians (Sudan),Rizaygat Ethnic Group (Sudan),Sudan,Darfur,East Darfur,Radio Dabanga,Habbaniya gunmen attacked a Rizeigat village in El Firdous locality in East Darfur. 3 killed.,3
4/3/2015,Violence against civilians,Military Forces of Sudan (1989-) Abu Tira,,Civilians (Sudan),,Sudan,Darfur,East Darfur,Radio Dabanga,A member of the Central Reserve Police (Abu Tira) shot a man dead in Ed Daein. ,1
4/3/2015,Violence against civilians,Military Forces of Sudan (1989-),RSF: Rapid Support Forces; Border Guards (Sudan); Military Forces of Sudan (1989-) Abu Tira; Militia (Pro-Government),Civilians (Sudan),Students (Sudan),Sudan,Darfur,Central Darfur,Radio Dabanga,"Government troops attacked students as they walked from Golo to Nierteti. 2 girls raped, 8 others missing. 5 boys and 2 girls were found in the area of Dogi Ja, west of Golo. Troops, including RSF, Border Guards and Central Reserve Police and other militiamen also raided houses in the area.",0
5/3/2015,Battle-No change of territory,Militia (Pro-Government),,Police Forces of Sudan (1989-),Military Forces of Sudan (1989-),Sudan,Darfur,Central Darfur,Radio Dabanga,"Armed relatives of militiamen that beat civilians earlier in the day in Um Khair came on camels, horses and motorcycles to attack police. They fired shots in the air in an attempt to force police to release the militiamen in custody. Residents confronted the militiamen, who then opened fire on villagers. 1 killed and 4 injured. A military force from Garsila was sent to Um Khair.",1
5/3/2015,Violence against civilians,Militia (Pro-Government),,Civilians (Sudan),,Sudan,Darfur,Central Darfur,Radio Dabanga,"2 pro-government militia beat civilians in Um Khair in Wadi Saleh, 32km west of Garsila in Central Darfur. Police took gunmen into custody.",0
5/3/2015,Violence against civilians,Military Forces of South Sudan (2011-),,Civilians (Sudan),Misseriya Ethnic Group (Sudan),Sudan,Kordofan,West Kurdufan,Radio Tamazuj,Military of South Sudan forces attacked Misseriya herders in an area south of Heglig in Sudan's West Kurdufan State. 5 herders killed and six wounded.,5
6/3/2015,Remote violence,Military Forces of Sudan (1989-),,,,Sudan,Kordofan,South Kordofan,HRW,"SAF bombed Taguli village, Dalami county. ",0
7/3/2015,Battle-No change of territory,Military Forces of Sudan (1989-) Abu Tira,,Unidentified Armed Group (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,"Clashes between Central Reserve Police (Abu Tira) and militiamen at Abu Shouk camp market near Al Fasher. 2 displaced killed, several injured.",2
7/3/2015,Violence against civilians,Unidentified Armed Group (Sudan),,Civilians (Sudan),,Sudan,Darfur,South Darfur,Radio Dabanga,Seven gunmen on camels attacked a convoy of three passenger lorries on the way to Sawani market in East Jebel Marra. One woman injured.,0
8/3/2015,Battle-No change of territory,SLM/A-Nur: Sudan Liberation Movement/Army (Nur Faction),,Military Forces of Sudan (1989-),,Sudan,Darfur,Central Darfur,Radio Dabanga,"Clashes between SLM/A-Nur Facton and government troops in Tiro, west of Golo.   9 government troops killed.  Army forces also pillaged and torched the village of Birdani upon retreat.",9
8/3/2015,Violence against civilians,Militia (Pro-Government),,Civilians (Sudan),,Sudan,Darfur,South Darfur,Radio Dabanga,Government militia killed a farmer and his son in Mershing locality north of Nyala.,2
8/3/2015,Violence against civilians,Unidentified Armed Group (Sudan),,Civilians (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,"A group of militiamen ambushed a water tanker on its way to Kutum, and stabbed the driver and another passenger.",0
8/3/2015,Violence against civilians,Unidentified Armed Group (Sudan),,Civilians (Sudan),Farmers (Sudan),Sudan,Darfur,West Darfur,Radio Dabanga,Militiamen attacked a group of farmers in Garsila.,0
8/3/2015,Violence against civilians,Unidentified Armed Group (Sudan),,Civilians (Sudan),,Sudan,Darfur,West Darfur,Radio Dabanga,"Three militiamen attacked 2 men returning from Azirni market in Kireinek locality near El Geneina. 1 man killed with a spear, the other man seriously injured.",1
8/3/2015,Violence against civilians,Unidentified Armed Group (Sudan),,Civilians (Sudan),,Sudan,Darfur,West Darfur,Radio Dabanga,Unknown group stopped lorries at gunpoint in Khor Kalash as they were on the way from Foro Baranga to Nyala. The gunmen abducted one man.,0
8/3/2015,Riots/Protests,Rioters (Sudan),Students (Sudan); NCP: National Congress Party,Police Forces of Sudan (1989-),,Sudan,Kordofan,West Kurdufan,Radio Tamazuj,Pro-opposition and pro-NCP students at Babanusa Peace University set fire to a building in the National Fund compound to protest against poor services at the university and dormitories. Police fired shots in the area to disperse the rioters.,0
8/3/2015,Riots/Protests,Protesters (Sudan),Students (Sudan); PCP: Popular Congress Party,,,Sudan,Northern,Northern,Radio Dabanga,"Dozens of students at University of Dongola staged a sit-in in protest of the eviction of five students. The university had prohibited organization of any cultural, political, or university activity due to tensions between independent students and students of the Popular Congress Party.",0
9/3/2015,Battle-No change of territory,JEM: Justice and Equality Movement,,JEM: Justice and Equality Movement,,Sudan,Darfur,North Darfur,Radio Dabanga; Sudan Tribune,"JEM fighters in Land Cruisers mounted with Duschka machineguns attacked the house of a JEM field commander in El Fasher's Sawra district. The house burned down. Exchange of fire ensued.  The field commander sustained leg wounds. Police arrived but did not intervene.  Attack comes against the backdrop of the appointment of 32 JEM leaders - all relatives of the movement's leader Bakhit Abdelkarim - as officers in the Sudanese army.  Also, JEM detained three fellow commanders on March 2.",0
9/3/2015,Remote violence,Military Forces of Sudan (1989-),,Civilians (Sudan),Sufi Group (Sudan),Sudan,Kordofan,South Kordufan,Radio Dabanga,SAF aid raids on members of the Qadiriya Sufi Order as they were returning from their visit to the tomb of El Sheik Abdelbagi in Tageli in the Nuba Mountains.,0
10/3/2015,Battle-No change of territory,Unidentified Armed Group (Sudan),,Military Forces of Sudan (1989-),,Sudan,Darfur,East Darfur,Radio Dabanga,Three militiamen shot a soldier dead in Dlaba market in Ed Daein.,1
10/3/2015,Battle-No change of territory,Unidentified Armed Group (Sudan),,UNAMID: United Nations/African Union Hybrid Operation in Darfur,WFP: World Food Programme,Sudan,Darfur,North Darfur,Radio Dabanga,"Joint UNAMID and WFP convoy of 30 vehicles en route from Kutum to Al Fasher attacked by militiamen, 36km south of Kutum. UNAMID exchanged fire with the unidentified group. 1 injured.",0
